accuracy,precision,recall,f1_score,confusion_matrix,classification_report,config
0.5736595398670302,0.48776687240552374,0.5736595398670302,0.5169145249466365,"[[0, 0, 2652, 477], [0, 0, 2645, 481], [0, 0, 17601, 3798], [0, 0, 7774, 6386]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.57      0.82      0.68     21399
    synonymy       0.57      0.45      0.50     14160

    accuracy                           0.57     41814
   macro avg       0.29      0.32      0.30     41814
weighted avg       0.49      0.57      0.52     41814
","{'lr': 1e-05, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[512]', 'activation': 'sigmoid', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.01, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.9020902090209021,0.902102372755854,0.9020902090209021,0.9009788663371232,"[[2220, 22, 810, 77], [13, 2570, 475, 68], [220, 228, 19876, 1075], [19, 42, 1045, 13054]]","              precision    recall  f1-score   support

    hypernym       0.90      0.71      0.79      3129
     hyponym       0.90      0.82      0.86      3126
        none       0.90      0.93      0.91     21399
    synonymy       0.91      0.92      0.92     14160

    accuracy                           0.90     41814
   macro avg       0.90      0.85      0.87     41814
weighted avg       0.90      0.90      0.90     41814
","{'lr': 0.0001, 'num_epochs': 20, 'batch_size': 64, 'hidden_sizes': '[512]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8251303391208686,0.829239420788126,0.8251303391208686,0.8265595688133621,"[[2077, 79, 734, 239], [111, 2123, 565, 327], [1159, 519, 17972, 1749], [342, 278, 1210, 12330]]","              precision    recall  f1-score   support

    hypernym       0.56      0.66      0.61      3129
     hyponym       0.71      0.68      0.69      3126
        none       0.88      0.84      0.86     21399
    synonymy       0.84      0.87      0.86     14160

    accuracy                           0.83     41814
   macro avg       0.75      0.76      0.75     41814
weighted avg       0.83      0.83      0.83     41814
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.8241498062849764,0.8185907080343371,0.8241498062849764,0.8152764149848918,"[[1173, 45, 1394, 517], [33, 1721, 869, 503], [334, 303, 19213, 1549], [98, 177, 1531, 12354]]","              precision    recall  f1-score   support

    hypernym       0.72      0.37      0.49      3129
     hyponym       0.77      0.55      0.64      3126
        none       0.84      0.90      0.87     21399
    synonymy       0.83      0.87      0.85     14160

    accuracy                           0.82     41814
   macro avg       0.79      0.67      0.71     41814
weighted avg       0.82      0.82      0.82     41814
","{'lr': 1e-05, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5696589090013545,0.4851464754999264,0.5696589090013545,0.5120086784225847,"[[0, 0, 2547, 518], [0, 0, 2577, 538], [0, 0, 16771, 3495], [0, 0, 7799, 6360]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.56      0.83      0.67     20266
    synonymy       0.58      0.45      0.51     14159

    accuracy                           0.57     40605
   macro avg       0.29      0.32      0.29     40605
weighted avg       0.49      0.57      0.51     40605
","{'lr': 1e-05, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[128]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.8100480236424086,0.8182949584930401,0.8100480236424086,0.8043830684327244,"[[1415, 54, 1553, 43], [92, 1842, 1126, 55], [282, 149, 19244, 591], [584, 436, 2748, 10391]]","              precision    recall  f1-score   support

    hypernym       0.60      0.46      0.52      3065
     hyponym       0.74      0.59      0.66      3115
        none       0.78      0.95      0.86     20266
    synonymy       0.94      0.73      0.82     14159

    accuracy                           0.81     40605
   macro avg       0.76      0.68      0.71     40605
weighted avg       0.82      0.81      0.80     40605
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[256]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.7198306787200459,0.7185627293611551,0.7198306787200459,0.6766418156509755,"[[80, 25, 1410, 1614], [20, 291, 1167, 1648], [28, 54, 17440, 3877], [10, 47, 1815, 12288]]","              precision    recall  f1-score   support

    hypernym       0.58      0.03      0.05      3129
     hyponym       0.70      0.09      0.16      3126
        none       0.80      0.81      0.81     21399
    synonymy       0.63      0.87      0.73     14160

    accuracy                           0.72     41814
   macro avg       0.68      0.45      0.44     41814
weighted avg       0.72      0.72      0.68     41814
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[128, 64]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.34870089890407585,0.12159231689651052,0.34870089890407585,0.18031027783152473,"[[0, 0, 0, 3065], [0, 0, 0, 3115], [0, 0, 0, 20266], [0, 0, 0, 14159]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.00      0.00      0.00     20266
    synonymy       0.35      1.00      0.52     14159

    accuracy                           0.35     40605
   macro avg       0.09      0.25      0.13     40605
weighted avg       0.12      0.35      0.18     40605
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 512, 'hidden_sizes': '[128]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5271440187497011,0.5799300177581731,0.5271440187497011,0.38146458583931897,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21344, 55], [0, 0, 13462, 698]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.52      1.00      0.68     21399
    synonymy       0.93      0.05      0.09     14160

    accuracy                           0.53     41814
   macro avg       0.36      0.26      0.19     41814
weighted avg       0.58      0.53      0.38     41814
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[256]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.894914419406477,0.894336134060666,0.894914419406477,0.8944328696183709,"[[2303, 40, 652, 70], [29, 2556, 453, 77], [436, 393, 18219, 1218], [60, 102, 737, 13260]]","              precision    recall  f1-score   support

    hypernym       0.81      0.75      0.78      3065
     hyponym       0.83      0.82      0.82      3115
        none       0.91      0.90      0.90     20266
    synonymy       0.91      0.94      0.92     14159

    accuracy                           0.89     40605
   macro avg       0.86      0.85      0.86     40605
weighted avg       0.89      0.89      0.89     40605
","{'lr': 0.0001, 'num_epochs': 50, 'batch_size': 32, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.01, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[256, 128, 64]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8984361531831055,0.898938145111622,0.8984361531831055,0.8982999569842338,"[[2501, 27, 425, 112], [33, 2607, 379, 96], [491, 386, 18019, 1370], [49, 58, 698, 13354]]","              precision    recall  f1-score   support

    hypernym       0.81      0.82      0.81      3065
     hyponym       0.85      0.84      0.84      3115
        none       0.92      0.89      0.91     20266
    synonymy       0.89      0.94      0.92     14159

    accuracy                           0.90     40605
   macro avg       0.87      0.87      0.87     40605
weighted avg       0.90      0.90      0.90     40605
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5243698282871766,0.5876390185890852,0.5243698282871766,0.3747526419491144,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21371, 28], [0, 0, 13605, 555]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.52      1.00      0.68     21399
    synonymy       0.95      0.04      0.08     14160

    accuracy                           0.52     41814
   macro avg       0.37      0.26      0.19     41814
weighted avg       0.59      0.52      0.37     41814
","{'lr': 0.01, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[512]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.9029272492466638,0.9028611956181776,0.9029272492466638,0.9025834156123671,"[[2424, 17, 584, 104], [28, 2646, 353, 99], [449, 408, 19284, 1258], [41, 61, 657, 13401]]","              precision    recall  f1-score   support

    hypernym       0.82      0.77      0.80      3129
     hyponym       0.84      0.85      0.85      3126
        none       0.92      0.90      0.91     21399
    synonymy       0.90      0.95      0.92     14160

    accuracy                           0.90     41814
   macro avg       0.87      0.87      0.87     41814
weighted avg       0.90      0.90      0.90     41814
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.6486344286602573,0.5854388442456899,0.6486344286602573,0.5981509207318013,"[[0, 0, 2083, 1046], [0, 0, 820, 2306], [31, 0, 14020, 7348], [0, 0, 1058, 13102]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.78      0.66      0.71     21399
    synonymy       0.55      0.93      0.69     14160

    accuracy                           0.65     41814
   macro avg       0.33      0.40      0.35     41814
weighted avg       0.59      0.65      0.60     41814
","{'lr': 0.01, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[256]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.904568402906046,0.9055653578558147,0.904568402906046,0.9045565302985862,"[[2554, 28, 415, 68], [31, 2678, 338, 68], [548, 392, 18010, 1316], [39, 67, 565, 13488]]","              precision    recall  f1-score   support

    hypernym       0.81      0.83      0.82      3065
     hyponym       0.85      0.86      0.85      3115
        none       0.93      0.89      0.91     20266
    synonymy       0.90      0.95      0.93     14159

    accuracy                           0.90     40605
   macro avg       0.87      0.88      0.88     40605
weighted avg       0.91      0.90      0.90     40605
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.7355431195293443,0.7518405655152863,0.7355431195293443,0.7183245223377039,"[[755, 90, 2128, 156], [53, 1401, 1540, 132], [284, 407, 20102, 606], [189, 549, 4924, 8498]]","              precision    recall  f1-score   support

    hypernym       0.59      0.24      0.34      3129
     hyponym       0.57      0.45      0.50      3126
        none       0.70      0.94      0.80     21399
    synonymy       0.90      0.60      0.72     14160

    accuracy                           0.74     41814
   macro avg       0.69      0.56      0.59     41814
weighted avg       0.75      0.74      0.72     41814
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[512]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.9031400073882527,0.9032252530061156,0.9031400073882527,0.902658828857008,"[[2418, 31, 512, 104], [23, 2601, 403, 88], [391, 336, 18151, 1388], [22, 39, 596, 13502]]","              precision    recall  f1-score   support

    hypernym       0.85      0.79      0.82      3065
     hyponym       0.86      0.83      0.85      3115
        none       0.92      0.90      0.91     20266
    synonymy       0.90      0.95      0.92     14159

    accuracy                           0.90     40605
   macro avg       0.88      0.87      0.87     40605
weighted avg       0.90      0.90      0.90     40605
","{'lr': 0.0001, 'num_epochs': 50, 'batch_size': 32, 'hidden_sizes': '[256]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 64, 'hidden_sizes': '[512]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.7020563969954439,0.6440717620976519,0.7020563969954439,0.6461837553406685,"[[0, 44, 2322, 699], [0, 115, 2081, 919], [0, 31, 18618, 1617], [0, 16, 4369, 9774]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.56      0.04      0.07      3115
        none       0.68      0.92      0.78     20266
    synonymy       0.75      0.69      0.72     14159

    accuracy                           0.70     40605
   macro avg       0.50      0.41      0.39     40605
weighted avg       0.64      0.70      0.65     40605
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[256]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.6806550917374707,0.7130424424832313,0.6806550917374707,0.6742758994235883,"[[527, 348, 926, 1264], [12, 1839, 541, 723], [266, 1707, 13228, 5065], [48, 941, 1126, 12044]]","              precision    recall  f1-score   support

    hypernym       0.62      0.17      0.27      3065
     hyponym       0.38      0.59      0.46      3115
        none       0.84      0.65      0.73     20266
    synonymy       0.63      0.85      0.72     14159

    accuracy                           0.68     40605
   macro avg       0.62      0.57      0.55     40605
weighted avg       0.71      0.68      0.67     40605
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 256, 'hidden_sizes': '[128]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.6802984646290716,0.5805935100073639,0.6802984646290716,0.6232198354956018,"[[0, 0, 2602, 527], [0, 0, 2211, 915], [0, 0, 18767, 2632], [0, 0, 4481, 9679]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.67      0.88      0.76     21399
    synonymy       0.70      0.68      0.69     14160

    accuracy                           0.68     41814
   macro avg       0.34      0.39      0.36     41814
weighted avg       0.58      0.68      0.62     41814
","{'lr': 1e-05, 'num_epochs': 20, 'batch_size': 512, 'hidden_sizes': '[128, 64]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 512, 'hidden_sizes': '[256]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.07548331486270164,0.0056977308226617545,0.07548331486270164,0.010595665676857362,"[[3065, 0, 0, 0], [3115, 0, 0, 0], [20266, 0, 0, 0], [14159, 0, 0, 0]]","              precision    recall  f1-score   support

    hypernym       0.08      1.00      0.14      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.00      0.00      0.00     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.08     40605
   macro avg       0.02      0.25      0.04     40605
weighted avg       0.01      0.08      0.01     40605
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[256]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.9037064400935846,0.9032352715851243,0.9037064400935846,0.9029926710017763,"[[2358, 13, 623, 71], [17, 2517, 499, 82], [358, 250, 18400, 1258], [52, 39, 648, 13420]]","              precision    recall  f1-score   support

    hypernym       0.85      0.77      0.81      3065
     hyponym       0.89      0.81      0.85      3115
        none       0.91      0.91      0.91     20266
    synonymy       0.90      0.95      0.93     14159

    accuracy                           0.90     40605
   macro avg       0.89      0.86      0.87     40605
weighted avg       0.90      0.90      0.90     40605
","{'lr': 1e-05, 'num_epochs': 20, 'batch_size': 32, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.8475391017362606,0.8452780304237412,0.8475391017362606,0.8456835543638702,"[[1850, 53, 934, 292], [32, 2172, 655, 267], [614, 506, 18629, 1650], [103, 193, 1076, 12788]]","              precision    recall  f1-score   support

    hypernym       0.71      0.59      0.65      3129
     hyponym       0.74      0.69      0.72      3126
        none       0.87      0.87      0.87     21399
    synonymy       0.85      0.90      0.88     14160

    accuracy                           0.85     41814
   macro avg       0.80      0.76      0.78     41814
weighted avg       0.85      0.85      0.85     41814
","{'lr': 0.001, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[512]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 512, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'sigmoid', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 64, 'hidden_sizes': '[256]', 'activation': 'relu', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8163772934367689,0.8109096159650443,0.8163772934367689,0.811844450398569,"[[1452, 64, 1277, 272], [72, 1813, 977, 253], [639, 384, 17369, 1874], [140, 217, 1287, 12515]]","              precision    recall  f1-score   support

    hypernym       0.63      0.47      0.54      3065
     hyponym       0.73      0.58      0.65      3115
        none       0.83      0.86      0.84     20266
    synonymy       0.84      0.88      0.86     14159

    accuracy                           0.82     40605
   macro avg       0.76      0.70      0.72     40605
weighted avg       0.81      0.82      0.81     40605
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 128, 'hidden_sizes': '[512]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.49910109592414725,0.24910190395268483,0.49910109592414725,0.33233503014567756,"[[0, 0, 3065, 0], [0, 0, 3115, 0], [0, 0, 20266, 0], [0, 0, 14159, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.50      1.00      0.67     20266
    synonymy       0.00      0.00      0.00     14159

    accuracy                           0.50     40605
   macro avg       0.12      0.25      0.17     40605
weighted avg       0.25      0.50      0.33     40605
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 64, 'hidden_sizes': '[128]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.7909370767146903,0.8076071356576866,0.7909370767146903,0.7893615529208562,"[[1890, 46, 1066, 63], [164, 1687, 1138, 126], [945, 226, 18495, 600], [683, 210, 3222, 10044]]","              precision    recall  f1-score   support

    hypernym       0.51      0.62      0.56      3065
     hyponym       0.78      0.54      0.64      3115
        none       0.77      0.91      0.84     20266
    synonymy       0.93      0.71      0.80     14159

    accuracy                           0.79     40605
   macro avg       0.75      0.70      0.71     40605
weighted avg       0.81      0.79      0.79     40605
","{'lr': 0.001, 'num_epochs': 50, 'batch_size': 256, 'hidden_sizes': '[512]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.859209834026881,0.8572691298496566,0.859209834026881,0.8551850709121016,"[[1726, 17, 1127, 259], [22, 2001, 784, 319], [397, 235, 19436, 1331], [80, 72, 1244, 12764]]","              precision    recall  f1-score   support

    hypernym       0.78      0.55      0.64      3129
     hyponym       0.86      0.64      0.73      3126
        none       0.86      0.91      0.88     21399
    synonymy       0.87      0.90      0.89     14160

    accuracy                           0.86     41814
   macro avg       0.84      0.75      0.79     41814
weighted avg       0.86      0.86      0.86     41814
","{'lr': 1e-05, 'num_epochs': 20, 'batch_size': 128, 'hidden_sizes': '[256]', 'activation': 'tanh', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.5117663940307074,0.26190484205919334,0.5117663940307074,0.346488509194726,"[[0, 0, 3129, 0], [0, 0, 3126, 0], [0, 0, 21399, 0], [0, 0, 14160, 0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.51      1.00      0.68     21399
    synonymy       0.00      0.00      0.00     14160

    accuracy                           0.51     41814
   macro avg       0.13      0.25      0.17     41814
weighted avg       0.26      0.51      0.35     41814
","{'lr': 0.1, 'num_epochs': 20, 'batch_size': 512, 'hidden_sizes': '[256]', 'activation': 'sigmoid', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.8437126321327785,0.842038970850082,0.8437126321327785,0.8397888246300145,"[[1692, 13, 1226, 198], [8, 1974, 878, 266], [468, 289, 19090, 1552], [41, 54, 1542, 12523]]","              precision    recall  f1-score   support

    hypernym       0.77      0.54      0.63      3129
     hyponym       0.85      0.63      0.72      3126
        none       0.84      0.89      0.87     21399
    synonymy       0.86      0.88      0.87     14160

    accuracy                           0.84     41814
   macro avg       0.83      0.74      0.77     41814
weighted avg       0.84      0.84      0.84     41814
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 512, 'hidden_sizes': '[256, 128, 64]', 'activation': 'relu', 'optimizer': 'Adam', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
0.6740549193449082,0.5711075066005615,0.6740549193449082,0.6175254537680009,"[[0, 0, 2104, 961], [0, 0, 2059, 1056], [0, 0, 17193, 3073], [0, 0, 3982, 10177]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3065
     hyponym       0.00      0.00      0.00      3115
        none       0.68      0.85      0.75     20266
    synonymy       0.67      0.72      0.69     14159

    accuracy                           0.67     40605
   macro avg       0.34      0.39      0.36     40605
weighted avg       0.57      0.67      0.62     40605
","{'lr': 0.0001, 'num_epochs': 20, 'batch_size': 64, 'hidden_sizes': '[128, 64]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.7}"
0.40328598077199024,0.525397612986171,0.40328598077199024,0.30204369460556707,"[[0, 0, 212, 2917], [0, 0, 304, 2822], [0, 0, 3010, 18389], [0, 0, 307, 13853]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3129
     hyponym       0.00      0.00      0.00      3126
        none       0.79      0.14      0.24     21399
    synonymy       0.36      0.98      0.53     14160

    accuracy                           0.40     41814
   macro avg       0.29      0.28      0.19     41814
weighted avg       0.53      0.40      0.30     41814
","{'lr': 0.01, 'num_epochs': 20, 'batch_size': 64, 'hidden_sizes': '[1024, 512, 256, 128, 64]', 'activation': 'tanh', 'optimizer': 'SGD', 'dropout_rate': 0.0, 'postive_percentage': 0.6}"
