,sense1_heading,sense1_web_id,sense1_gloss,sense2_heading,sense2_web_id,sense2_gloss,hypernym,hyponym,none,synonymy
227,cilveks,1.3.,"Laudis, nenoteikts viriešu un sieviešu kopums.",gaita,1.,"Parvietošanas, ejot uz kurieni (cilvekiem vai dzivniekiem).",1.4307342e-06,2.1138812e-06,0.9999964,1.104782e-22
228,cilveks,1.4.,"saime Gajeji, kalpi;  .",gaita,1.,"Parvietošanas, ejot uz kurieni (cilvekiem vai dzivniekiem).",9.492e-07,1.2945074e-07,0.9999989,1.5777684e-23
229,cilveks,1.5.,"Tas, kuram raksturigs noteikts dzivesveids vai uzskatu kopums.",gaita,1.,"Parvietošanas, ejot uz kurieni (cilvekiem vai dzivniekiem).",8.311823e-07,2.4799396e-05,0.99997437,4.5153442e-23
230,dzivnieks,1.,"Dziva butne, kas barojas ar gatavam organiskam vielam, spej aktivi kusteties, bet kam nav spejas abstrakti domat (pretstata cilvekam).",gaita,1.,"Parvietošanas, ejot uz kurieni (cilvekiem vai dzivniekiem).",8.095677e-06,0.9955219,0.004469963,3.7603192e-13
231,kustiba,1.,Materialo objektu stavokla maina (ari deformešanas) telpa un laika pret citiem materialajiem objektiem.,gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",0.005758942,0.00013925142,0.9941018,1.5089029e-13
232,kustiba,2.,"Priekšmeta, škidruma, gazes, elementardalinu u. tml. parvietošanas (kada virziena, attieciba pret ko).",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",4.9197583e-06,9.564215e-08,0.999995,4.1923977e-21
233,kustiba,2.1.,"Dzivu butnu, transportlidzeklu parvietošanas kada virziena.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",1.4706579e-07,4.2654723e-13,0.9999999,6.542702e-28
234,kustiba,3.,"Dzivu butnu kermena, ta dalu stavokla maina.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",1.9774254e-06,7.404636e-10,0.999998,2.584976e-23
235,kustiba,4.,"Sabiedriska darbiba, norise, kas virzita uz noteiktu merku, centienu sasniegšanu.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",2.9099428e-07,5.744921e-10,0.99999976,5.414296e-26
236,parvietošana,1.,"Process, kura tiek mainita priekšmetu vai organizaciju atrašanas vieta.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",0.00040214046,1.2426339e-05,0.99958545,5.3141074e-16
237,parvietošana,1.1.,"Process, kura dzivas butnes (cilveki, dzivnieki) maina savu atrašanas vietu.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",0.0002291559,1.7569948e-05,0.9997533,1.06710944e-16
238,parvietošana,2.,"Parvilkšana jeb parvadišana — peldlidzekla manevrešana, izmantojot troses un paligenkurus.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",5.7584106e-07,9.763051e-13,0.9999994,3.3524505e-26
239,parvietošana,3.,"Psihoanalize — aizsardzibas mehanisms, kas dod iespeju transformet sajutas, domas un pardzivojumus, kas saistiti ar nemieru radošo objektu, citas sajutas un domas, kuras ir pienemamas cilvekam.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",0.0001007469,1.4314174e-06,0.99989784,5.5496395e-18
240,parvietošanas,1.,"Savas atrašanas vietas mainišana, virzišanas ejot, braucot, rinkojot u. tml.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",0.0001430045,1.11546115e-08,0.99985695,1.8576508e-18
241,parvietošanas,1.1.,"Virzišanas noteikta veida (piemeram, ejot, lecot, peldot).",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",4.4103928e-07,1.2847778e-10,0.9999995,2.102213e-25
242,parvietošanas,2.,"Savas dzives, uzturešanas vietas mainišana.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",2.589057e-08,4.8020124e-14,1.0,1.49318195e-30
243,parvietošanas,2.1.,"Process, kura iestade, uznemums u. tml. tiek parcelts uz citu telpu, atrašanas vietu.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",7.059248e-06,5.9955e-10,0.99999297,5.8550483e-22
244,transportlidzeklis,1.,"transporta lidzeklis Iekarta, ierice, mašina u. tml. (ka) parvietošanai;  .",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",1.3390776e-05,1.933318e-06,0.99998474,2.0557014e-19
245,priekšmets,1.,"Objektivas realitates dala, kas tiek ipaši izdalita no realitates.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",1.7884773e-06,1.1904973e-09,0.9999982,2.8359348e-23
246,priekšmets,1.1.,"Lieta, ko izmanto noteiktai vajadzibai (piemeram, sadzive, saimnieciba).",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",0.0028875459,0.31203675,0.68507576,1.5413355e-11
247,priekšmets,1.2.,"Tas, kam ir noteikta vertiba.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",7.5390653e-07,1.14823435e-10,0.9999993,1.1123155e-24
248,priekšmets,1.3.,"Tas, kas kadas (parasti juridiskas, socialas) attiecibas iegust noteikta objekta raksturu.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",2.1937233e-06,3.474486e-08,0.99999785,1.1473129e-22
249,priekšmets,2.,"Tas, kas noder, ir par objektu, avotu u. tml.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",3.2999662e-05,8.705012e-09,0.999967,1.0361246e-19
250,priekšmets,3.,"Didaktiski pamatota zinašanu un prasmju sistema, kas izstradata atbilstoši kadai zinatnes, tehnikas, makslas nozarei un paredzeta apgušanai macibu iestade pec noteiktas macibu programmas; macibu priekšmets, macibpriekšmets.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",1.5836694e-06,7.79235e-08,0.99999833,5.0263904e-23
251,priekšmets,4.,"Savienojuma “teikuma priekšmets”: teikuma virsloceklis, kas nosauc runas priekšmetu, kura aktualu pazimi izsaka izteicejs.",gaita,1.1.,"Kustiba, parvietošanas (parasti transportlidzekliem, priekšmetiem).",6.585018e-05,2.2791846e-06,0.99993193,5.4204397e-18
252,reals,1.,"Tads, kas eksiste isteniba; tads, kas nav izdomats; patiess, istens.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,6.691924e-06,1.3246624e-07,0.9999932,3.474116e-21
253,reals,2.,"istenojams Tads, ko var izpildit, realizet;  .",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.01248766,0.20421086,0.78330153,1.5493933e-10
254,reals,2.1.,"Tads, kas ir iespejams; tads, kas var driz piepildities.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,4.6242957e-07,3.7768396e-11,0.9999995,1.00408065e-25
255,reals,3.,"Tads, kas izriet no istenibas pareizas izpratnes un novertešanas; lietišks, praktisks.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.00016606115,0.00029825795,0.9995357,3.2197644e-16
256,reals,3.1.,"Tads, kam ir raksturigi loti praktiski uzskati par lietam un paradibam; tads, kas ir saistits ar šadiem uzskatiem.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,1.3493416e-05,1.6408e-05,0.9999701,1.6250413e-19
257,reals,4.,"Tads, kas ir tipisks un atbilst zinamam priekšstatam.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,4.89076e-07,7.489827e-11,0.9999995,1.9708428e-25
258,reals,5.,"Loti labs, noderigs.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,7.858295e-06,3.2652838e-09,0.99999213,3.3742458e-21
259,kustiba,1.,Materialo objektu stavokla maina (ari deformešanas) telpa un laika pret citiem materialajiem objektiem.,gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.034908313,0.056136563,0.90895504,2.748871e-10
260,kustiba,2.,"Priekšmeta, škidruma, gazes, elementardalinu u. tml. parvietošanas (kada virziena, attieciba pret ko).",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.0031851642,0.23194662,0.7648682,4.629961e-11
261,kustiba,2.1.,"Dzivu butnu, transportlidzeklu parvietošanas kada virziena.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.12809344,2.585568e-05,0.87188065,8.432509e-12
262,kustiba,3.,"Dzivu butnu kermena, ta dalu stavokla maina.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.0044007814,0.0004205848,0.9951787,3.7251132e-13
263,kustiba,4.,"Sabiedriska darbiba, norise, kas virzita uz noteiktu merku, centienu sasniegšanu.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.00017634437,0.0005937175,0.99923,7.468601e-16
264,paradiba,1.,"Butibas izpausme, tas areja, empiriski uztverama forma.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,2.7927326e-05,4.764516e-06,0.99996734,2.2351537e-18
265,paradiba,2.,"Dabas esamibas un attistibas izpausmes forma (piemeram, dziva butne, process, stavoklis, ipašiba).",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,2.5131192e-06,0.99992645,7.104016e-05,1.9590883e-10
266,paradiba,3.,Sabiedriskas esamibas un attistibas izpausmes forma; šis formas atspogulojums cilveka darbiba.,gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,3.1917636e-05,0.00073237077,0.99923575,1.7123876e-17
267,paradiba,4.,"Cilveka, ta personibas izpausmju kopums.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,7.15351e-06,8.378176e-07,0.999992,2.2381756e-20
268,paradiba,5.,"Iedomu tels, vizija, ari halucinacija.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.036046967,6.2591056e-08,0.96395284,9.2043594e-14
269,daba,1.,"Viss, kas eksiste, bet nav cilveka radits; apkartejas vides paradibu kopums (reljefs, klimats, augu un dzivnieku valsts u. tml.), kas radies bez cilveka lidzdalibas.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,1.4137682e-06,0.99997306,1.4806234e-08,2.5522873e-05
270,daba,1.1.,"Apkartejas vides paradibu kopums, kas raksturigs kadam apvidum.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,0.008332738,0.00010713839,0.99156016,4.0804288e-13
271,daba,1.2.,"Vietas, apkartne arpus pilsetas, arpus biezi apdzivotas vietas.",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,1.171764e-05,8.3568186e-10,0.9999883,2.9559976e-21
272,daba,1.3.,"Realos apstaklos, nosacijumos (pretstata planam, maketam).",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,1.8897725e-07,2.8015378e-11,0.99999976,8.8786056e-27
273,daba,2.,"butiba Galveno, raksturigo ipašibu kopums (kadai paradibai, norisei);  .",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,1.1166121e-05,0.00016928533,0.9998196,5.2177876e-19
274,daba,2.1.,"raksturs Psihisko ipašibu kopums, kas nosaka individa attieksmi pret apkartni, reakciju uz dažadam paradibam;  .",gaita,1.2.,Reala vai škietama kustiba (paradibam daba).,4.6779558e-05,0.0018683571,0.9980849,4.8591934e-17
275,udens,1.,"Udenraža un skabekla savienojums – škidra viela (minerals), kam nav garšas, smaržas, krasas (biezakam slanim zila krasa) un kas plaši izplatits daba škidra, gazes un cieta veida.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",2.1681282e-05,1.1075299e-07,0.9999782,4.9743572e-20
276,udens,1.1.,"Liels šis vielas daudzums, kopums, liela šis vielas masa (parasti udenstilpe, kada noteikta vide).",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.4847207e-07,6.553778e-10,0.9999999,6.1987403e-27
277,udens,1.2.,"Tads, kura izmanto šo vielu (piemeram, tas kimiskas, fizikalas ipašibas, tas plusmas energiju); tads, kas ir saistits ar šis vielas izmantošanu, ir paredzets šis vielas izmantošanai.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",2.9819214e-06,2.8931734e-07,0.9999968,4.969949e-22
278,udens,1.3.,"Tads, kas noris, pastav udenstilpe, tads, kas ir saistits ar norisem udenstilpe.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",2.2876415e-07,1.2413562e-09,0.99999976,2.8707545e-26
279,udens,1.4.,"Tads, kas pilnigi vai daleji aug udenstilpes, ari mitras vietas (par augiem); tads, kas visu dzivi pavada udeni, ari tads, kas uzturas pie udenstilpem un baribu iegust vai var iegut talas (par dzivniekiem).",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",4.3546406e-06,1.5240635e-08,0.9999956,2.0729982e-22
280,udens,1.5.,"Kosmetikas lidzeklis, kas satur šo vielu, spirtu, eteriskas ellas, augu ekstraktus.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.3177097e-07,1.9450414e-11,0.9999999,1.1770722e-27
281,udens,1.6.,"Tukšas, nebutiskas, liekas frazes, daudzvardiba (kada teksta).",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",8.87224e-09,1.2968823e-13,1.0,9.681648e-32
282,udens,2.,"Udenstilpe, udenstilpju kopums (kada teritorija); udenstilpes dala, josla (parasti ar noteiktam pazimem, ipašibam).",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",4.884156e-07,5.445827e-09,0.9999995,8.534962e-25
283,straume,1.,"Udens plusma, udenstece (udenstilpe).",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.9880264e-07,1.1305195e-10,0.99999976,1.6873849e-26
284,straume,2.,"Speciga (škidruma, škidras vielas) plusma.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.1827911e-08,1.1969313e-13,1.0,2.2727598e-31
285,straume,2.1.,"Speciga (gaisa, gaismas, siltuma) plusma.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",7.730557e-08,3.0765924e-12,0.9999999,2.56255e-28
286,straume,3.,"Liels (cilveku vai dzivnieku) kopums, kas virzas, kustas.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",3.5773448e-07,7.8091206e-10,0.99999964,1.091309e-25
287,straume,3.1.,Liels (braucošu transportlidzeklu) kopums.,gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.7502012e-07,3.0328656e-12,0.9999999,2.344185e-27
288,straume,3.2.,"Liels (priekšmetu) kopums, kas atrodas kustiba, virziba.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",7.5710204e-08,6.9660056e-11,0.9999999,4.843371e-28
289,straume,4.,"Secigi izrunatu vardu, izteikumu u. tml., parasti gara, virkne.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.1988833e-08,6.799582e-14,1.0,1.7296577e-31
290,straume,4.1.,"Seciga, parasti ilgstoša (darbibas, procesa) norise.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",2.8138597e-08,9.024312e-12,1.0,1.4564749e-29
291,straume,4.2.,"Speciga, parasti ilgstoša (psihiska stavokla, domu, atminu u. tml.) izpausme.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.2438416e-07,4.797604e-12,0.9999999,1.2507041e-27
292,straume,5.,Laika plusma.,gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",3.5355495e-07,8.493212e-10,0.99999964,1.1423913e-25
293,straume,6.,"aumalam Loti strauji, liela daudzuma, nepartraukta plusma;  .",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",5.5653294e-07,2.7581423e-13,0.9999994,1.7155133e-26
294,straume,7.,"Realaja laika no viena punkta otra parraidita datu, audioinformacijas vai videoinformacijas plusma.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.0223033e-08,4.0301557e-14,1.0,8.227937e-32
295,uguns,1.,"Redzamas gaismas un siltuma starojums, kas rodas lidz attiecigajai temperaturai sakarseta, parasti liesmojoša, viela, materiala; ari liesma, liesmu kopums.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.7404456e-07,1.1825704e-11,0.9999999,3.0595986e-27
296,uguns,1.1.,"Karstuma sajuta, ari darbiguma, speka palielinašanas izjuta.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",2.2169806e-08,4.9115265e-12,1.0,5.388613e-30
297,uguns,1.2.,"kaisliba Specigs emocionals stavoklis;  ; liela aizrautiba, dedziba.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",5.608445e-08,3.4849985e-13,1.0,4.6171342e-29
298,uguns,1.3.,"Lidzeklis (piemeram, serkocini, škiltavas) dzirksteles uzškilšanai un (ka) aizdegšanai; degošs priekšmets, kuru izmanto (ka) aizdegšanai.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",4.8153406e-06,2.7350351e-08,0.99999523,8.670369e-22
299,uguns,2.,"Gaisma, ko izplata kads gaismas avots.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",1.4455067e-07,1.3241242e-13,0.9999999,2.1474954e-28
300,uguns,2.1.,"Gaismas stari, apgaismoti laukumi u. tml., ko rada gaismas avoti; ieslegti gaismas avoti, kas izplata gaismu, priekšmeti, kas atstaro gaismu.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",2.990845e-06,5.2137804e-11,0.999997,1.3319812e-23
301,uguns,2.2.,"Spidums, mirdzums (acis), ko (parasti) izraisa emocionals stavoklis.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",3.2126314e-07,1.8402653e-13,0.99999964,4.434925e-27
302,uguns,2.3.,"Spilgta gaisma; koša, spilgta (ka) krasa.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",6.003478e-07,1.4109545e-11,0.9999994,2.7738573e-25
303,uguns,3.,"Šaušana, apšaude; raidito šavinu, ložu kopums.",gaita,1.3.,"Plušana (udenim, straumei); virzišanas (ugunij).",4.531214e-08,3.984514e-12,1.0,3.450589e-29
304,celš,1.,"Speciali izveidota (parasti ar segumu noklata) zemes strele sauszemes transportlidzeklu, ari gajeju kustibai.",gaita,1.4.,"Celš, celojums.",0.0657855,0.9337986,0.0003687137,4.7209916e-05
305,celš,1.1.,"Vieta (upe, ezera, jura) udens transportlidzeklu kustibai.",gaita,1.4.,"Celš, celojums.",0.0014167456,0.14945017,7.358394e-09,0.8491331
306,celš,1.2.,"Linija, josla (atmosfera, izplatijuma), pa kuru vai kuras robežas (kas) virzas, parvietojas.",gaita,1.4.,"Celš, celojums.",0.00014733286,0.9997584,9.427216e-05,3.3265735e-08
307,celš,1.3.,"Vieta, pa kuru (kas) virzas, parvietojas.",gaita,1.4.,"Celš, celojums.",4.605631e-05,1.1395567e-06,0.9999528,1.4473809e-18
308,celš,1.4.,Zobu izlocijums (zagim).,gaita,1.4.,"Celš, celojums.",0.96094435,1.683822e-05,0.039038777,1.4040875e-08
309,celš,2.,"Noejams vai nobraucams posms, attalums.",gaita,1.4.,"Celš, celojums.",0.0051629813,0.03523254,0.9596045,9.473745e-12
310,celš,2.1.,"Iešanas vai braukšanas virziens, ari maršruts.",gaita,1.4.,"Celš, celojums.",0.00024555842,0.9336663,1.9500142e-08,0.066088215
311,celš,3.,"Celojums ; brauciens, gajiens.",gaita,1.4.,"Celš, celojums.",3.4927368e-06,0.9999906,6.3913774e-08,5.8241185e-06
312,celš,4.,"Cilveka eksistence, darbiba, darbibas virziens; dzives gaita, gajums.",gaita,1.4.,"Celš, celojums.",0.00028763982,0.25891438,0.74079794,3.2449575e-14
313,celš,5.,Veids ; panemiens ; pieeja .,gaita,1.4.,"Celš, celojums.",5.877896e-07,9.1325165e-07,0.99999845,1.1678148e-23
314,celš,6.,Dzemdes kakls.,gaita,1.4.,"Celš, celojums.",7.738368e-06,1.905005e-09,0.99999225,1.5143962e-21
315,celš,7.,Maršruts starp jebkuriem diviem datoru tikla mezgliem.,gaita,1.4.,"Celš, celojums.",0.7789392,0.22007404,0.0008902523,9.660377e-05
316,celš,8.,"Maršruts, kas operetajsistemai janoiet, lai atrastu izpildamo programmu apakšdirektorija.",gaita,1.4.,"Celš, celojums.",4.336899e-06,4.2477744e-08,0.9999957,4.1498673e-22
317,celojums,1.,"Brauciens vai gajiens, parasti ilgs un talu no pastavigas dzivesvietas.",gaita,1.4.,"Celš, celojums.",0.6138004,0.37152314,0.014674694,1.7350148e-06
318,celojums,1.1.,Parvietošanas (gajputniem) no ligzdošanas uz parziemošanas vietam un atpakal.,gaita,1.4.,"Celš, celojums.",0.99999654,6.138161e-09,2.8281547e-06,5.5560275e-07
319,ritums,1.,"ritet Paveikta darbiba, rezultats ?   .",gaita,2.,Ritums (laikam).,4.483009e-07,6.680628e-10,0.9999995,2.498545e-25
320,ritums,4.,Ritms ; ari (ka) ritma ipatnibu kopums.,gaita,2.,Ritums (laikam).,7.522793e-06,0.9999714,2.1027106e-05,4.100712e-09
321,ritums,5.,Baki saritinats noausts audums.,gaita,2.,Ritums (laikam).,0.00023683214,1.6224727e-06,0.9997615,9.4405203e-17
322,laiks,1.,"Nepartraukta eksistences un notikumu gaita likumsakariga seciba, ko raksturo pagatne, tagadne un nakotne ka veselums.",gaita,2.,Ritums (laikam).,9.667098e-08,0.9999982,2.8648073e-09,1.6611548e-06
323,laiks,1.1.,Laika skaitišanas sistema.,gaita,2.,Ritums (laikam).,1.8687685e-09,5.4566426e-13,1.0,1.0385931e-33
324,laiks,1.2.,"Notikumu gaita subjektiva uztvere, subjektivas izjutas.",gaita,2.,Ritums (laikam).,2.127996e-06,1.1772235e-06,0.99999666,2.8627245e-22
325,laiks,2.,"Posms eksistences un notikumu gaita starp diviem momentiem; viens no galvenajiem fizikas jedzieniem (lielumiem), ar kuru apraksta notikumu (procesu) ilgstibu un secibu.",gaita,2.,Ritums (laikam).,0.00012182148,0.18556872,0.8143095,2.691832e-15
326,laiks,2.1.,"Šads (parasti neilgs) posms, kam raksturiga kadas paradibas, norises, apstaklu u. tml. pastavešana.",gaita,2.,Ritums (laikam).,1.2525966e-06,2.3539376e-06,0.9999963,8.0617255e-23
327,laiks,2.2.,"laikmets Šads posms, kam raksturiga kadas paradibas, apstaklu pastavešana (parasti sabiedribas dzive); ari   .",gaita,2.,Ritums (laikam).,1.250055e-07,3.1723722e-08,0.9999999,1.4596306e-26
328,laiks,2.3.,"Šads posms, kas saistits ar (cilveka, cilveku grupas) aktivas darbibas, ari dzives periodu.",gaita,2.,Ritums (laikam).,1.9708648e-07,6.270218e-08,0.99999964,7.611419e-26
329,laiks,2.4.,Geohronologiska vieniba — laikmeta dala.,gaita,2.,Ritums (laikam).,4.9374743e-10,2.592528e-14,1.0,4.8486943e-36
330,laiks,3.,"Laika moments, kas parasti ir attiecinats uz kadas darbibas, norises u. tml. sakumu vai beigam.",gaita,2.,Ritums (laikam).,4.1245647e-07,1.5390121e-07,0.9999995,9.412448e-25
331,laiks,3.1.,"Noteikta, iepriekš paredzeta, ari velama laika momenta; tad, kad paredzets; bez nokavešanas.",gaita,2.,Ritums (laikam).,1.433095e-05,4.0532414e-05,0.99994516,3.185617e-19
332,laiks,4.,"Gramatiska kategorija, kas atspogulo attieksmi pret tagadni, pagatni, nakotni.",gaita,2.,Ritums (laikam).,1.0256923e-07,1.2279713e-09,0.9999999,2.2908956e-27
333,ritums,1.,"ritet Paveikta darbiba, rezultats ?   .",gaita,2.1.,"Ritums (mužam, ta posmam).",1.52622e-08,3.961689e-12,1.0,1.3166532e-30
334,ritums,4.,Ritms ; ari (ka) ritma ipatnibu kopums.,gaita,2.1.,"Ritums (mužam, ta posmam).",6.376818e-06,0.9999378,5.5867782e-05,1.1056183e-09
335,ritums,5.,Baki saritinats noausts audums.,gaita,2.1.,"Ritums (mužam, ta posmam).",0.00018048442,1.2882909e-05,0.9998067,2.5600578e-16
336,mužs,1.,"dzive Laikposms, kura noris (cilveka) eksistence; ari  .",gaita,2.1.,"Ritums (mužam, ta posmam).",1.4098946e-06,4.3783384e-05,0.9999548,3.6180915e-22
337,mužs,1.1.,"Laikposms, kura noris (dzivnieka) eksistence.",gaita,2.1.,"Ritums (mužam, ta posmam).",1.8678526e-06,9.128428e-06,0.9999889,5.176215e-22
338,mužs,1.2.,"Laikposms, kura noris (auga) eksistence.",gaita,2.1.,"Ritums (mužam, ta posmam).",7.8052034e-07,2.1394244e-06,0.999997,2.4957412e-23
339,mužs,1.3.,"Laikposms, kura pastav (neorganiskas dabas vielas, veidojumi); laikposms, kura (priekšmets, ierice u. tml.) ir derigs izmantošanai.",gaita,2.1.,"Ritums (mužam, ta posmam).",1.4416097e-06,0.9999454,5.313045e-05,3.7343663e-11
340,mužs,1.4.,"Laikposms, kura pastav, ir ietekmigs, aktuals (kas, piemeram, ideja, doma, paradiba sabiedriba).",gaita,2.1.,"Ritums (mužam, ta posmam).",1.3985384e-06,5.639449e-06,0.99999297,1.6297009e-22
341,mužs,2.,"Loti ilgi, ari bezgaligi ilgi laikposmi.",gaita,2.1.,"Ritums (mužam, ta posmam).",1.1627624e-08,2.6576326e-12,1.0,4.35573e-31
342,mužs,2.1.,"mužigs Tads, kas eksiste, pastav loti ilgi, ari bezgaligi ilgi;   .",gaita,2.1.,"Ritums (mužam, ta posmam).",6.147898e-07,3.6792002e-08,0.9999994,1.4703837e-24
343,posms,1.,"Atseviška (ka) dala ar noteiktam ipašibam, pazimem.",gaita,2.1.,"Ritums (mužam, ta posmam).",1.1113399e-06,8.834552e-06,0.9999901,1.832988e-22
344,posms,1.1.,"Savienojoša, pievienojoša (ka) dala, detala, elements.",gaita,2.1.,"Ritums (mužam, ta posmam).",9.416215e-08,1.6848084e-08,0.9999999,9.555782e-27
345,posms,1.2.,"Attalums starp divam stacijam, pieturam.",gaita,2.1.,"Ritums (mužam, ta posmam).",1.2313204e-07,8.241123e-11,0.9999999,1.672376e-27
346,posms,2.,"segments Atseviška, kustigi savienota (parasti bez mugurkaulnieku) kermena dala;  .",gaita,2.1.,"Ritums (mužam, ta posmam).",0.00020448283,0.009856323,0.98993915,2.874708e-15
347,posms,2.1.,"Dala (auga stumbram, zaram) starp diviem mezgliem.",gaita,2.1.,"Ritums (mužam, ta posmam).",7.02006e-06,1.1711805e-07,0.99999285,5.700817e-21
348,posms,3.,"Atsevišks laika spridis, periods (parasti kada norise, procesa), kam raksturiga noteiktu paradibu, apstaklu pastavešana.",gaita,2.1.,"Ritums (mužam, ta posmam).",3.084037e-05,0.62360907,0.37636012,1.7639299e-15
349,posms,3.1.,"Laika periods, kad notiek kada norise, kads process.",gaita,2.1.,"Ritums (mužam, ta posmam).",4.199759e-06,0.00019767044,0.9997981,2.108235e-20
350,posms,3.2.,"Noteikta atseviška dala (kada pasakuma, piemeram, sacensibu) norises seciba.",gaita,2.1.,"Ritums (mužam, ta posmam).",1.0528128e-06,2.6068935e-07,0.9999987,3.6037577e-23
351,posms,4.,"Dala (parasti daildarba, teksta vai skandarba), kam ir samera patstavigs saturs.",gaita,2.1.,"Ritums (mužam, ta posmam).",3.9583927e-07,1.1115915e-07,0.9999995,8.510644e-25
352,posms,5.,"Logiska kede starp diviem datoru tikla lietotajiem, kas lauj tiem apmainities ar datiem neatkarigi no šis kedes fizikalas realizacijas.",gaita,2.1.,"Ritums (mužam, ta posmam).",0.0009633568,0.0063840146,0.99265265,2.0745729e-14
